,0,1,2,3,penalty
0,0.36464151384424337,7.858748001819778,1.5762737309791404,6.035182714120595,1.3958625645163996
1,0.337960617219065,8.208814044399954,3.801804558871059,8.57385533901131,1.4111718456548745
2,0.4004337233572084,8.69969089549022,0.980092931475486,1.3471499888693894,1.419539579015583
3,0.32555107075634027,7.775534996776443,2.798270260007078,2.41046564940438,1.4489633723397988
4,0.36455561755443533,8.026456555715551,2.130528907490629,8.231403883140068,1.454565991086581
5,0.2692724191020952,6.663206721849344,4.521442783904198,9.400845746595945,1.4586011879333927
6,0.3701435128229411,7.335588740716657,0.4683776732467235,9.011940799400412,1.4725668403771877
7,0.37765535357475777,9.702681437415263,4.144943188314479,4.83495326474816,1.4781050020490483
8,0.32096687579312455,8.877726918815885,6.305602226156185,9.844904841702132,1.4813451327773874
9,0.4236488359459418,9.448943065543396,1.9782026509172983,7.2593346934243606,1.5109556227683492
10,0.3618419595875233,8.388281901762749,3.046621829638514,2.9066953494471455,1.7332174212738385
11,0.3014309023857651,6.92312198537679,3.5196851910691453,7.577826603403967,1.7796713265932698
12,0.39241257602354906,9.288558492450651,1.7473285576716644,2.8882879834830706,1.8988438595905663
13,0.34100875466276737,8.313995473305436,2.684428737658903,9.306709130238131,2.1151020589428913
14,0.3903903116582734,7.674103459487089,0.7964785559895668,5.477273767435752,2.1222176028704416
15,0.455607705052528,8.939836930812579,0.48949313986356646,6.6060132681814405,2.1908592266978464
16,0.44999244911802183,8.824560980193645,0.5872315298863002,5.250311426921361,2.3333560981810253
17,0.36595056959516903,7.6770857236560275,2.3057827306354124,1.8477166724988412,3.7900675474864616
18,0.4498596042760594,8.552039516370908,0.9020245463625329,4.704815840352516,4.101172194060662
19,0.32219830814960204,5.7675490798099425,0.7699604386595009,9.232241398194217,5.6447678801796615
